id,text,patientName,patientId,department,staffId,staffName,sentiment,polarityScore,sentimentScore,emotion,category,severityScore,keywords,doctorRating,createdAt,updatedAt
FB_1765025850289_q24cywvor,Very poor quality meals served.,Patient 3,PAT_Surgery_2,Surgery,DOC006,Dr Arjun Rao,Negative,-0.67,-0.67,negative,Food Quality,10,food quality,2,2025-12-06T12:57:30.289Z,2025-12-06T12:57:30.289Z
FB_1765025850291_vanwzaqzk,The food was delicious and nutritious.,Patient 4,PAT_Surgery_3,Surgery,DOC002,Dr Rohan Kumar,Positive,0.98,0.98,positive,Food Quality,1,food quality,2,2025-12-06T12:57:30.291Z,2025-12-06T12:57:30.291Z
FB_1765025850293_ixr10zyy0,Excellent medical treatment and diagnosis.,Patient 1,PAT_Surgery_0,Surgery,DOC005,Dr Priya Sharma,Positive,0.72,0.72,positive,Medical Care,3,medical care,4,2025-12-06T12:57:30.293Z,2025-12-06T12:57:30.293Z
FB_1765025850295_6vwy4zfps,Healthcare was satisfactory.,Patient 2,PAT_Surgery_1,Surgery,DOC009,Dr Nisha Verma,Neutral,-0.05,-0.05,neutral,Medical Care,6,medical care,1,2025-12-06T12:57:30.295Z,2025-12-06T12:57:30.295Z
FB_1765025850297_ynzt46l0n,Received top-quality healthcare.,Patient 3,PAT_Surgery_2,Surgery,DOC004,Dr Vikram Das,Positive,0.73,0.73,positive,Medical Care,1,medical care,1,2025-12-06T12:57:30.297Z,2025-12-06T12:57:30.297Z
FB_1765025850300_khavowzgc,Very poor infrastructure.,Patient 1,PAT_Surgery_0,Surgery,DOC006,Dr Arjun Rao,Negative,-0.88,-0.88,negative,Facilities,10,facilities,5,2025-12-06T12:57:30.300Z,2025-12-06T12:57:30.300Z
FB_1765025850303_jj4vb1259,Infrastructure was reasonable.,Patient 2,PAT_Surgery_1,Surgery,DOC003,Dr Meera Iyer,Neutral,-0.01,-0.01,neutral,Facilities,6,facilities,3,2025-12-06T12:57:30.303Z,2025-12-06T12:57:30.303Z
FB_1765025850305_19078viwd,Amenities were standard.,Patient 3,PAT_Surgery_2,Surgery,DOC009,Dr Nisha Verma,Neutral,-0.04,-0.04,neutral,Facilities,4,facilities,3,2025-12-06T12:57:30.305Z,2025-12-06T12:57:30.305Z
FB_1765025850307_qaxm3oedl,Affordable and fair charges.,Patient 1,PAT_Surgery_0,Surgery,DOC009,Dr Nisha Verma,Positive,0.79,0.79,positive,Cost,3,cost,4,2025-12-06T12:57:30.307Z,2025-12-06T12:57:30.307Z
FB_1765025850309_c7qe29add,Costs seemed reasonable.,Patient 2,PAT_Surgery_1,Surgery,DOC006,Dr Arjun Rao,Neutral,0.1,0.1,neutral,Cost,5,cost,2,2025-12-06T12:57:30.309Z,2025-12-06T12:57:30.309Z
FB_1765025850312_699lrdkem,Affordable and fair charges.,Patient 3,PAT_Surgery_2,Surgery,DOC004,Dr Vikram Das,Positive,0.98,0.98,positive,Cost,3,cost,3,2025-12-06T12:57:30.312Z,2025-12-06T12:57:30.312Z
FB_1765025850314_u3pgcpjho,Good value for the services provided.,Patient 4,PAT_Surgery_3,Surgery,DOC010,Dr Karan Mehta,Positive,0.99,0.99,positive,Cost,1,cost,1,2025-12-06T12:57:30.314Z,2025-12-06T12:57:30.314Z
FB_1765025850316_f2mulkoei,Very expensive with hidden costs.,Patient 5,PAT_Surgery_4,Surgery,DOC006,Dr Arjun Rao,Negative,-0.65,-0.65,negative,Cost,7,cost,5,2025-12-06T12:57:30.316Z,2025-12-06T12:57:30.316Z
FB_1765025850318_lnf09u5jf,Experience was satisfactory overall.,Patient 1,PAT_Surgery_0,Surgery,DOC010,Dr Karan Mehta,Neutral,-0.03,-0.03,neutral,General,4,general,2,2025-12-06T12:57:30.318Z,2025-12-06T12:57:30.318Z
FB_1765025850321_ldsmuxjt3,Would not recommend this hospital.,Patient 2,PAT_Surgery_1,Surgery,DOC007,Dr Kavita Singh,Negative,-0.57,-0.57,negative,General,8,general,5,2025-12-06T12:57:30.321Z,2025-12-06T12:57:30.321Z
FB_1765025850323_aru6sbz9y,Very satisfied with the entire visit.,Patient 3,PAT_Surgery_2,Surgery,DOC006,Dr Arjun Rao,Positive,0.57,0.57,positive,General,3,general,3,2025-12-06T12:57:30.323Z,2025-12-06T12:57:30.323Z
FB_1765025850325_lrlfhd47s,Very satisfied with the entire visit.,Patient 4,PAT_Surgery_3,Surgery,DOC001,Dr Asha Menon,Positive,0.78,0.78,positive,General,3,general,4,2025-12-06T12:57:30.325Z,2025-12-06T12:57:30.325Z
FB_1765025850328_huc4k3uic,Standard waiting period as expected.,Patient 1,PAT_Pharmacy_0,Pharmacy,DOC002,Dr Rohan Kumar,Neutral,0.07,0.07,neutral,Wait Time,6,wait time,5,2025-12-06T12:57:30.328Z,2025-12-06T12:57:30.328Z
FB_1765025850330_je8d4wxn4,Standard waiting period as expected.,Patient 2,PAT_Pharmacy_1,Pharmacy,DOC001,Dr Asha Menon,Neutral,0.04,0.04,neutral,Wait Time,4,wait time,4,2025-12-06T12:57:30.330Z,2025-12-06T12:57:30.330Z
FB_1765025850332_v7d7l2k1t,Standard waiting period as expected.,Patient 3,PAT_Pharmacy_2,Pharmacy,DOC010,Dr Karan Mehta,Neutral,-0.09,-0.09,neutral,Wait Time,4,wait time,5,2025-12-06T12:57:30.332Z,2025-12-06T12:57:30.332Z
FB_1765025850335_2zp21zoz9,Very efficient,saw the doctor right away.,Patient 4,PAT_Pharmacy_3,Pharmacy,DOC010,Dr Karan Mehta,Positive,0.91,0.91,positive,Wait Time,2,wait time,5,2025-12-06T12:57:30.335Z
FB_1765025850337_tjv33j5rl,Wait time was average,nothing special.,Patient 5,PAT_Pharmacy_4,Pharmacy,DOC004,Dr Vikram Das,Neutral,0.04,0.04,neutral,Wait Time,5,wait time,4,2025-12-06T12:57:30.337Z
FB_1765025850339_t0qjb6tdd,Very poor customer service and attitude.,Patient 1,PAT_Pharmacy_0,Pharmacy,DOC008,Dr Sameer Patel,Negative,-0.53,-0.53,negative,Staff Behavior,10,staff behavior,2,2025-12-06T12:57:30.339Z,2025-12-06T12:57:30.339Z
FB_1765025850341_nkft4yqik,Standard professional behavior.,Patient 2,PAT_Pharmacy_1,Pharmacy,DOC009,Dr Nisha Verma,Neutral,0.1,0.1,neutral,Staff Behavior,6,staff behavior,3,2025-12-06T12:57:30.341Z,2025-12-06T12:57:30.341Z
FB_1765025850344_njzy8y8r7,Staff seemed indifferent to patient needs.,Patient 3,PAT_Pharmacy_2,Pharmacy,DOC002,Dr Rohan Kumar,Negative,-0.64,-0.64,negative,Staff Behavior,9,staff behavior,3,2025-12-06T12:57:30.344Z,2025-12-06T12:57:30.344Z
FB_1765025850346_p4yettk3r,Excellent bedside manner. Made me feel comfortable.,Patient 4,PAT_Pharmacy_3,Pharmacy,DOC002,Dr Rohan Kumar,Positive,0.87,0.87,positive,Staff Behavior,1,staff behavior,1,2025-12-06T12:57:30.346Z,2025-12-06T12:57:30.346Z
FB_1765025850348_1g06k3kr9,The facility was adequately clean.,Patient 1,PAT_Pharmacy_0,Pharmacy,DOC005,Dr Priya Sharma,Neutral,0.05,0.05,neutral,Cleanliness,5,cleanliness,5,2025-12-06T12:57:30.348Z,2025-12-06T12:57:30.348Z
FB_1765025850351_9h5dskykb,Facility was dirty and unhygienic.,Patient 2,PAT_Pharmacy_1,Pharmacy,DOC004,Dr Vikram Das,Negative,-0.74,-0.74,negative,Cleanliness,9,cleanliness,4,2025-12-06T12:57:30.351Z,2025-12-06T12:57:30.351Z
FB_1765025850353_d7i2z61kf,The environment was very clean and pleasant.,Patient 3,PAT_Pharmacy_2,Pharmacy,DOC005,Dr Priya Sharma,Positive,0.53,0.53,positive,Cleanliness,1,cleanliness,1,2025-12-06T12:57:30.353Z,2025-12-06T12:57:30.353Z
FB_1765025850355_etmu8f71f,Cleanliness was acceptable overall.,Patient 4,PAT_Pharmacy_3,Pharmacy,DOC010,Dr Karan Mehta,Neutral,-0.04,-0.04,neutral,Cleanliness,4,cleanliness,1,2025-12-06T12:57:30.355Z,2025-12-06T12:57:30.355Z
FB_1765025850357_17yb6cbxo,Facility was spotlessly clean and well-maintained.,Patient 5,PAT_Pharmacy_4,Pharmacy,DOC002,Dr Rohan Kumar,Positive,0.65,0.65,positive,Cleanliness,3,cleanliness,4,2025-12-06T12:57:30.357Z,2025-12-06T12:57:30.357Z
FB_1765025850360_0po5aldrw,Food was adequate and acceptable.,Patient 1,PAT_Pharmacy_0,Pharmacy,DOC003,Dr Meera Iyer,Neutral,0.08,0.08,neutral,Food Quality,4,food quality,2,2025-12-06T12:57:30.360Z,2025-12-06T12:57:30.360Z
FB_1765025850362_slcyao561,Food options were excellent and well-prepared.,Patient 2,PAT_Pharmacy_1,Pharmacy,DOC004,Dr Vikram Das,Positive,0.56,0.56,positive,Food Quality,2,food quality,2,2025-12-06T12:57:30.362Z,2025-12-06T12:57:30.362Z
FB_1765025850364_yt20wzm21,Food was cold and tasteless.,Patient 3,PAT_Pharmacy_2,Pharmacy,DOC007,Dr Kavita Singh,Negative,-0.66,-0.66,negative,Food Quality,8,food quality,3,2025-12-06T12:57:30.364Z,2025-12-06T12:57:30.364Z
FB_1765025850367_kdavte64l,Doctor provided adequate treatment.,Patient 1,PAT_Pharmacy_0,Pharmacy,DOC001,Dr Asha Menon,Neutral,-0.08,-0.08,neutral,Medical Care,6,medical care,3,2025-12-06T12:57:30.367Z,2025-12-06T12:57:30.367Z
FB_1765025850370_gvwvgtaqu,Poor treatment and diagnosis.,Patient 2,PAT_Pharmacy_1,Pharmacy,DOC005,Dr Priya Sharma,Negative,-0.89,-0.89,negative,Medical Care,9,medical care,4,2025-12-06T12:57:30.370Z,2025-12-06T12:57:30.370Z
FB_1765025850373_xhio0yshj,Received top-quality healthcare.,Patient 3,PAT_Pharmacy_2,Pharmacy,DOC008,Dr Sameer Patel,Positive,0.57,0.57,positive,Medical Care,1,medical care,3,2025-12-06T12:57:30.373Z,2025-12-06T12:57:30.373Z
FB_1765025850374_mq9imnuq2,Excellent medical treatment and diagnosis.,Patient 4,PAT_Pharmacy_3,Pharmacy,DOC004,Dr Vikram Das,Positive,0.69,0.69,positive,Medical Care,3,medical care,1,2025-12-06T12:57:30.374Z,2025-12-06T12:57:30.374Z
FB_1765025850376_6e92rfogr,Excellent medical treatment and diagnosis.,Patient 5,PAT_Pharmacy_4,Pharmacy,DOC007,Dr Kavita Singh,Positive,0.66,0.66,positive,Medical Care,3,medical care,5,2025-12-06T12:57:30.376Z,2025-12-06T12:57:30.376Z
FB_1765025850378_uu369d7hv,Very poor infrastructure.,Patient 1,PAT_Pharmacy_0,Pharmacy,DOC001,Dr Asha Menon,Negative,-0.57,-0.57,negative,Facilities,9,facilities,1,2025-12-06T12:57:30.378Z,2025-12-06T12:57:30.378Z
FB_1765025850380_ukpc8wu0d,Infrastructure was reasonable.,Patient 2,PAT_Pharmacy_1,Pharmacy,DOC004,Dr Vikram Das,Neutral,-0.04,-0.04,neutral,Facilities,5,facilities,2,2025-12-06T12:57:30.380Z,2025-12-06T12:57:30.380Z
FB_1765025850383_59gn3ve0o,Amenities were standard.,Patient 3,PAT_Pharmacy_2,Pharmacy,DOC007,Dr Kavita Singh,Neutral,0.08,0.08,neutral,Facilities,6,facilities,1,2025-12-06T12:57:30.383Z,2025-12-06T12:57:30.383Z
FB_1765025850385_satzcjic7,Equipment is state-of-the-art.,Patient 4,PAT_Pharmacy_3,Pharmacy,DOC009,Dr Nisha Verma,Positive,0.96,0.96,positive,Facilities,1,facilities,5,2025-12-06T12:57:30.385Z,2025-12-06T12:57:30.385Z
FB_1765025850387_oknqjnazf,Infrastructure was reasonable.,Patient 5,PAT_Pharmacy_4,Pharmacy,DOC008,Dr Sameer Patel,Neutral,-0.08,-0.08,neutral,Facilities,5,facilities,5,2025-12-06T12:57:30.387Z,2025-12-06T12:57:30.387Z
FB_1765025850389_dje5pzqkb,Very reasonable and transparent pricing.,Patient 1,PAT_Pharmacy_0,Pharmacy,DOC002,Dr Rohan Kumar,Positive,0.56,0.56,positive,Cost,2,cost,2,2025-12-06T12:57:30.389Z,2025-12-06T12:57:30.389Z
FB_1765025850391_gsct2z1et,Charges were fair.,Patient 2,PAT_Pharmacy_1,Pharmacy,DOC010,Dr Karan Mehta,Neutral,0.08,0.08,neutral,Cost,4,cost,4,2025-12-06T12:57:30.391Z,2025-12-06T12:57:30.391Z
FB_1765025850394_1dh8ryb86,Pricing was acceptable.,Patient 3,PAT_Pharmacy_2,Pharmacy,DOC006,Dr Arjun Rao,Neutral,-0.04,-0.04,neutral,Cost,4,cost,2,2025-12-06T12:57:30.394Z,2025-12-06T12:57:30.394Z
FB_1765025850396_bv3p14qhf,Would not recommend this hospital.,Patient 1,PAT_Pharmacy_0,Pharmacy,DOC007,Dr Kavita Singh,Negative,-0.54,-0.54,negative,General,8,general,4,2025-12-06T12:57:30.396Z,2025-12-06T12:57:30.396Z
FB_1765025850399_94htloy4u,Very satisfied with the entire visit.,Patient 2,PAT_Pharmacy_1,Pharmacy,DOC008,Dr Sameer Patel,Positive,0.55,0.55,positive,General,2,general,1,2025-12-06T12:57:30.399Z,2025-12-06T12:57:30.399Z
FB_1765025850402_cn50s7vgg,Great hospital,will come back.,Patient 3,PAT_Pharmacy_2,Pharmacy,DOC008,Dr Sameer Patel,Positive,0.77,0.77,positive,General,3,general,4,2025-12-06T12:57:30.402Z
FB_1765025850404_ymer0owm4,Adequate service provided.,Patient 4,PAT_Pharmacy_3,Pharmacy,DOC004,Dr Vikram Das,Neutral,-0.04,-0.04,neutral,General,5,general,4,2025-12-06T12:57:30.404Z,2025-12-06T12:57:30.404Z
FB_1765025850406_q7aupzkkt,Extremely long waiting period,very frustrating.,Patient 1,PAT_Laboratory_0,Laboratory,DOC002,Dr Rohan Kumar,Negative,-0.99,-0.99,negative,Wait Time,8,wait time,2,2025-12-06T12:57:30.406Z
FB_1765025850408_iqifnk428,Wait time was average,nothing special.,Patient 2,PAT_Laboratory_1,Laboratory,DOC006,Dr Arjun Rao,Neutral,0.09,0.09,neutral,Wait Time,5,wait time,2,2025-12-06T12:57:30.408Z
FB_1765025850410_zn5gooivl,Very efficient,saw the doctor right away.,Patient 3,PAT_Laboratory_2,Laboratory,DOC004,Dr Vikram Das,Positive,0.78,0.78,positive,Wait Time,1,wait time,3,2025-12-06T12:57:30.410Z
FB_1765025850412_9wyxyqajp,Extremely long waiting period,very frustrating.,Patient 4,PAT_Laboratory_3,Laboratory,DOC005,Dr Priya Sharma,Negative,-0.69,-0.69,negative,Wait Time,7,wait time,4,2025-12-06T12:57:30.412Z
FB_1765025850415_bsuzv04mf,Polite but somewhat distant.,Patient 1,PAT_Laboratory_0,Laboratory,DOC002,Dr Rohan Kumar,Neutral,-0.03,-0.03,neutral,Staff Behavior,5,staff behavior,5,2025-12-06T12:57:30.415Z,2025-12-06T12:57:30.415Z
FB_1765025850417_7ur1eidwu,The staff was incredibly friendly and attentive.,Patient 2,PAT_Laboratory_1,Laboratory,DOC008,Dr Sameer Patel,Positive,0.85,0.85,positive,Staff Behavior,1,staff behavior,2,2025-12-06T12:57:30.417Z,2025-12-06T12:57:30.417Z
FB_1765025850420_mwqngfvkq,Very poor customer service and attitude.,Patient 3,PAT_Laboratory_2,Laboratory,DOC001,Dr Asha Menon,Negative,-0.53,-0.53,negative,Staff Behavior,10,staff behavior,3,2025-12-06T12:57:30.420Z,2025-12-06T12:57:30.420Z
FB_1765025850423_ap4b7y716,Staff were professional and did their job.,Patient 4,PAT_Laboratory_3,Laboratory,DOC002,Dr Rohan Kumar,Neutral,-0.06,-0.06,neutral,Staff Behavior,6,staff behavior,1,2025-12-06T12:57:30.423Z,2025-12-06T12:57:30.423Z
FB_1765025850425_8y69yicd0,Poor cleanliness standards observed.,Patient 1,PAT_Laboratory_0,Laboratory,DOC004,Dr Vikram Das,Negative,-0.85,-0.85,negative,Cleanliness,7,cleanliness,2,2025-12-06T12:57:30.425Z,2025-12-06T12:57:30.425Z
FB_1765025850427_4u82igr1c,Facility was dirty and unhygienic.,Patient 2,PAT_Laboratory_1,Laboratory,DOC002,Dr Rohan Kumar,Negative,-0.7,-0.7,negative,Cleanliness,8,cleanliness,1,2025-12-06T12:57:30.427Z,2025-12-06T12:57:30.427Z
FB_1765025850429_mvraxv1lm,Excellent hygiene standards throughout.,Patient 3,PAT_Laboratory_2,Laboratory,DOC010,Dr Karan Mehta,Positive,1,1,positive,Cleanliness,2,cleanliness,5,2025-12-06T12:57:30.429Z,2025-12-06T12:57:30.429Z
FB_1765025850433_2lv4ywrgo,Excellent hygiene standards throughout.,Patient 4,PAT_Laboratory_3,Laboratory,DOC006,Dr Arjun Rao,Positive,0.84,0.84,positive,Cleanliness,1,cleanliness,2,2025-12-06T12:57:30.433Z,2025-12-06T12:57:30.433Z
FB_1765025850435_ibqtbwf3r,Food was okay,nothing exceptional.,Patient 1,PAT_Laboratory_0,Laboratory,DOC006,Dr Arjun Rao,Neutral,-0.04,-0.04,neutral,Food Quality,5,food quality,1,2025-12-06T12:57:30.435Z
FB_1765025850438_fpy6on55t,Food was okay,nothing exceptional.,Patient 2,PAT_Laboratory_1,Laboratory,DOC003,Dr Meera Iyer,Neutral,-0.07,-0.07,neutral,Food Quality,5,food quality,2,2025-12-06T12:57:30.438Z
FB_1765025850440_l480veztt,Meals were hot and tasty with good variety.,Patient 3,PAT_Laboratory_2,Laboratory,DOC008,Dr Sameer Patel,Positive,0.51,0.51,positive,Food Quality,3,food quality,1,2025-12-06T12:57:30.440Z,2025-12-06T12:57:30.440Z
FB_1765025850442_aufjtk4p5,The food was delicious and nutritious.,Patient 4,PAT_Laboratory_3,Laboratory,DOC007,Dr Kavita Singh,Positive,0.55,0.55,positive,Food Quality,1,food quality,5,2025-12-06T12:57:30.442Z,2025-12-06T12:57:30.442Z
FB_1765025850445_p87698q2i,Healthcare was satisfactory.,Patient 1,PAT_Laboratory_0,Laboratory,DOC009,Dr Nisha Verma,Neutral,-0.04,-0.04,neutral,Medical Care,5,medical care,5,2025-12-06T12:57:30.445Z,2025-12-06T12:57:30.445Z
FB_1765025850447_2vgpt13z6,Excellent medical treatment and diagnosis.,Patient 2,PAT_Laboratory_1,Laboratory,DOC005,Dr Priya Sharma,Positive,0.91,0.91,positive,Medical Care,3,medical care,3,2025-12-06T12:57:30.447Z,2025-12-06T12:57:30.447Z
FB_1765025850450_oco5f8hdl,Medical care was standard and appropriate.,Patient 3,PAT_Laboratory_2,Laboratory,DOC010,Dr Karan Mehta,Neutral,0.07,0.07,neutral,Medical Care,4,medical care,2,2025-12-06T12:57:30.450Z,2025-12-06T12:57:30.450Z
FB_1765025850452_t3uuvj4y7,Doctor was very knowledgeable and thorough.,Patient 4,PAT_Laboratory_3,Laboratory,DOC007,Dr Kavita Singh,Positive,0.65,0.65,positive,Medical Care,2,medical care,4,2025-12-06T12:57:30.452Z,2025-12-06T12:57:30.452Z
FB_1765025850455_935e4f6u7,Equipment seems broken or non-functional.,Patient 1,PAT_Laboratory_0,Laboratory,DOC009,Dr Nisha Verma,Negative,-0.5,-0.5,negative,Facilities,7,facilities,4,2025-12-06T12:57:30.455Z,2025-12-06T12:57:30.455Z
FB_1765025850457_drx2b80d0,Modern facilities and comfortable environment.,Patient 2,PAT_Laboratory_1,Laboratory,DOC004,Dr Vikram Das,Positive,0.8,0.8,positive,Facilities,2,facilities,1,2025-12-06T12:57:30.457Z,2025-12-06T12:57:30.457Z
FB_1765025850460_z9euasqd7,Equipment seems broken or non-functional.,Patient 3,PAT_Laboratory_2,Laboratory,DOC007,Dr Kavita Singh,Negative,-0.5,-0.5,negative,Facilities,9,facilities,2,2025-12-06T12:57:30.460Z,2025-12-06T12:57:30.460Z
FB_1765025850462_g456agdkn,Modern facilities and comfortable environment.,Patient 4,PAT_Laboratory_3,Laboratory,DOC008,Dr Sameer Patel,Positive,0.58,0.58,positive,Facilities,3,facilities,1,2025-12-06T12:57:30.462Z,2025-12-06T12:57:30.462Z
FB_1765025850465_6i4q2a8p4,Facilities are outdated and poorly maintained.,Patient 5,PAT_Laboratory_4,Laboratory,DOC008,Dr Sameer Patel,Negative,-0.74,-0.74,negative,Facilities,10,facilities,1,2025-12-06T12:57:30.465Z,2025-12-06T12:57:30.465Z
FB_1765025850468_hnvat4g9b,Costs seemed reasonable.,Patient 1,PAT_Laboratory_0,Laboratory,DOC004,Dr Vikram Das,Neutral,-0.09,-0.09,neutral,Cost,5,cost,3,2025-12-06T12:57:30.468Z,2025-12-06T12:57:30.468Z
FB_1765025850470_wpx2za626,Costs seemed reasonable.,Patient 2,PAT_Laboratory_1,Laboratory,DOC004,Dr Vikram Das,Neutral,0.09,0.09,neutral,Cost,6,cost,2,2025-12-06T12:57:30.470Z,2025-12-06T12:57:30.470Z
FB_1765025850473_6xrbai5bl,Pricing was acceptable.,Patient 3,PAT_Laboratory_2,Laboratory,DOC009,Dr Nisha Verma,Neutral,-0.05,-0.05,neutral,Cost,5,cost,1,2025-12-06T12:57:30.473Z,2025-12-06T12:57:30.473Z
FB_1765025850476_viec2hopn,Affordable and fair charges.,Patient 4,PAT_Laboratory_3,Laboratory,DOC002,Dr Rohan Kumar,Positive,0.84,0.84,positive,Cost,1,cost,3,2025-12-06T12:57:30.476Z,2025-12-06T12:57:30.476Z
FB_1765025850479_jqs2jwezk,Very expensive with hidden costs.,Patient 5,PAT_Laboratory_4,Laboratory,DOC008,Dr Sameer Patel,Negative,-0.9,-0.9,negative,Cost,7,cost,4,2025-12-06T12:57:30.479Z,2025-12-06T12:57:30.479Z
FB_1765025850482_018mgb5wf,Terrible experience from start to finish.,Patient 1,PAT_Laboratory_0,Laboratory,DOC008,Dr Sameer Patel,Negative,-0.58,-0.58,negative,General,8,general,5,2025-12-06T12:57:30.482Z,2025-12-06T12:57:30.482Z
FB_1765025850485_2vh628zh9,Overall excellent experience. Highly recommend!,Patient 2,PAT_Laboratory_1,Laboratory,DOC001,Dr Asha Menon,Positive,0.97,0.97,positive,General,1,general,1,2025-12-06T12:57:30.485Z,2025-12-06T12:57:30.485Z
FB_1765025850487_cxo0osevz,Would not recommend this hospital.,Patient 3,PAT_Laboratory_2,Laboratory,DOC004,Dr Vikram Das,Negative,-0.6,-0.6,negative,General,8,general,5,2025-12-06T12:57:30.487Z,2025-12-06T12:57:30.487Z
FB_1765025850489_tbmmiw9o6,Very efficient,saw the doctor right away.,Patient 1,PAT_Radiology_0,Radiology,DOC001,Dr Asha Menon,Positive,0.74,0.74,positive,Wait Time,3,wait time,2,2025-12-06T12:57:30.489Z
FB_1765025850492_pvfhhduit,The waiting time was very short. Excellent service!,Patient 2,PAT_Radiology_1,Radiology,DOC010,Dr Karan Mehta,Positive,0.54,0.54,positive,Wait Time,1,wait time,1,2025-12-06T12:57:30.492Z,2025-12-06T12:57:30.492Z
FB_1765025850494_y3wfyzfac,Extremely long waiting period,very frustrating.,Patient 3,PAT_Radiology_2,Radiology,DOC004,Dr Vikram Das,Negative,-0.79,-0.79,negative,Wait Time,7,wait time,5,2025-12-06T12:57:30.494Z
FB_1765025850496_m140b0668,Wait time was average,nothing special.,Patient 4,PAT_Radiology_3,Radiology,DOC007,Dr Kavita Singh,Neutral,0.04,0.04,neutral,Wait Time,6,wait time,1,2025-12-06T12:57:30.496Z
FB_1765025850498_7821o80zo,Staff were rude and unhelpful.,Patient 1,PAT_Radiology_0,Radiology,DOC001,Dr Asha Menon,Negative,-0.82,-0.82,negative,Staff Behavior,7,staff behavior,3,2025-12-06T12:57:30.498Z,2025-12-06T12:57:30.498Z
FB_1765025850500_bdg76nn7k,Staff were professional and caring throughout.,Patient 2,PAT_Radiology_1,Radiology,DOC001,Dr Asha Menon,Positive,0.91,0.91,positive,Staff Behavior,1,staff behavior,4,2025-12-06T12:57:30.500Z,2025-12-06T12:57:30.500Z
FB_1765025850502_e1mtur7j5,Staff were professional and caring throughout.,Patient 3,PAT_Radiology_2,Radiology,DOC002,Dr Rohan Kumar,Positive,0.52,0.52,positive,Staff Behavior,2,staff behavior,2,2025-12-06T12:57:30.502Z,2025-12-06T12:57:30.502Z
FB_1765025850505_dz78szyel,Staff were professional and caring throughout.,Patient 4,PAT_Radiology_3,Radiology,DOC004,Dr Vikram Das,Positive,0.83,0.83,positive,Staff Behavior,2,staff behavior,5,2025-12-06T12:57:30.504Z,2025-12-06T12:57:30.504Z
FB_1765025850507_l7k1josmw,Cleanliness was acceptable overall.,Patient 1,PAT_Radiology_0,Radiology,DOC007,Dr Kavita Singh,Neutral,-0.04,-0.04,neutral,Cleanliness,4,cleanliness,5,2025-12-06T12:57:30.507Z,2025-12-06T12:57:30.507Z
FB_1765025850509_72sq6eir0,Facility was dirty and unhygienic.,Patient 2,PAT_Radiology_1,Radiology,DOC001,Dr Asha Menon,Negative,-0.86,-0.86,negative,Cleanliness,8,cleanliness,4,2025-12-06T12:57:30.509Z,2025-12-06T12:57:30.509Z
FB_1765025850511_hd41kdyll,Poor cleanliness standards observed.,Patient 3,PAT_Radiology_2,Radiology,DOC005,Dr Priya Sharma,Negative,-0.76,-0.76,negative,Cleanliness,10,cleanliness,2,2025-12-06T12:57:30.511Z,2025-12-06T12:57:30.511Z
FB_1765025850513_j9ofmax7t,Cleanliness was acceptable overall.,Patient 4,PAT_Radiology_3,Radiology,DOC007,Dr Kavita Singh,Neutral,,,neutral,Cleanliness,4,cleanliness,4,2025-12-06T12:57:30.513Z,2025-12-06T12:57:30.513Z
FB_1765025850516_k0q5asfcb,Meals were standard hospital fare.,Patient 1,PAT_Radiology_0,Radiology,DOC007,Dr Kavita Singh,Neutral,0.05,0.05,neutral,Food Quality,6,food quality,5,2025-12-06T12:57:30.516Z,2025-12-06T12:57:30.516Z
FB_1765025850519_8ccm8ryep,Food was cold and tasteless.,Patient 2,PAT_Radiology_1,Radiology,DOC006,Dr Arjun Rao,Negative,-0.97,-0.97,negative,Food Quality,8,food quality,3,2025-12-06T12:57:30.519Z,2025-12-06T12:57:30.519Z
FB_1765025850521_6dm8o68uk,Meals were hot and tasty with good variety.,Patient 3,PAT_Radiology_2,Radiology,DOC008,Dr Sameer Patel,Positive,0.93,0.93,positive,Food Quality,2,food quality,4,2025-12-06T12:57:30.521Z,2025-12-06T12:57:30.521Z
FB_1765025850524_aczellkcz,Doctor provided adequate treatment.,Patient 1,PAT_Radiology_0,Radiology,DOC001,Dr Asha Menon,Neutral,-0.08,-0.08,neutral,Medical Care,5,medical care,2,2025-12-06T12:57:30.524Z,2025-12-06T12:57:30.524Z
FB_1765025850526_8qyosg1va,Healthcare was satisfactory.,Patient 2,PAT_Radiology_1,Radiology,DOC010,Dr Karan Mehta,Neutral,0.08,0.08,neutral,Medical Care,4,medical care,2,2025-12-06T12:57:30.526Z,2025-12-06T12:57:30.526Z
FB_1765025850528_2z31jrq32,Medical care was inadequate.,Patient 3,PAT_Radiology_2,Radiology,DOC009,Dr Nisha Verma,Negative,-0.5,-0.5,negative,Medical Care,9,medical care,2,2025-12-06T12:57:30.528Z,2025-12-06T12:57:30.528Z
FB_1765025850531_0xram55rt,Received top-quality healthcare.,Patient 4,PAT_Radiology_3,Radiology,DOC001,Dr Asha Menon,Positive,0.78,0.78,positive,Medical Care,1,medical care,5,2025-12-06T12:57:30.531Z,2025-12-06T12:57:30.531Z
FB_1765025850533_wa43byqey,Poor treatment and diagnosis.,Patient 5,PAT_Radiology_4,Radiology,DOC008,Dr Sameer Patel,Negative,-0.81,-0.81,negative,Medical Care,9,medical care,1,2025-12-06T12:57:30.533Z,2025-12-06T12:57:30.533Z
